id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
SC3984,Comfy 8,8,241.12,Durable seat cover.,seatandcover,BrandA,17.45,3.7,"(1.41, 1.07, 1.23)","{'Leather': 67, 'Foam': 36}",low,2F4F4F,FF0000,glossy,scratch
SC9465,UltraSoft 7,5,101.93,Scratch-resistant seat cover.,seatandcover,BrandA,17.58,3.69,"(1.22, 1.41, 1.03)","{'Leather': 72, 'Foam': 35}",medium,D4AF37,2980B9,unfinished,light
SC7335,Luxury 6,48,117.24,Luxurious seat cover.,seatandcover,BrandC,17.51,2.69,"(1.28, 1.28, 1.23)","{'Leather': 60, 'Foam': 35}",undefined,8B4513,2980B9,matte,scratch
SC5886,Premium 1,38,126.72,Durable seat cover.,seatandcover,BrandB,17.57,2.6,"(1.15, 1.31, 1.41)","{'Leather': 67, 'Foam': 21}",medium,F5F5F5,F5F5F5,glossy,scratch
SC7799,Luxury 7,50,146.12,Durable seat cover.,seatandcover,BrandA,17.49,3.15,"(1.02, 1.48, 1.08)","{'Leather': 70, 'Foam': 30}",high,FF0000,D4AF37,unfinished,scratch
SC6583,Luxury 7,1,192.26,Luxurious seat cover.,seatandcover,BrandA,17.41,3.8,"(1.02, 1.47, 1.19)","{'Leather': 64, 'Foam': 24}",low,DAA520,F5F5F5,matte,uv
SC3103,Premium 7,13,135.74,Durable seat cover.,seatandcover,BrandB,17.42,2.61,"(1.04, 1.45, 1.47)","{'Leather': 80, 'Foam': 31}",low,DAA520,FF5733,glossy,dust
SC7986,Comfy 3,5,123.49,Luxurious seat cover.,seatandcover,BrandB,17.44,3.13,"(1.09, 1.46, 1.27)","{'Leather': 62, 'Foam': 40}",medium,8B4513,F5DEB3,glossy,dust
SC5440,Premium 4,20,190.36,Scratch-resistant seat cover.,seatandcover,BrandB,17.43,3.85,"(1.39, 1.42, 1.23)","{'Leather': 80, 'Foam': 31}",medium,708090,F5DEB3,glossy,light
SC9537,Comfy 7,3,144.26,Durable seat cover.,seatandcover,BrandB,17.59,3.65,"(1.17, 1.26, 1.12)","{'Leather': 72, 'Foam': 40}",undefined,FF0000,8B4513,unfinished,scratch
SC5321,UltraSoft 7,20,137.68,Comfortable seat cover.,seatandcover,BrandB,17.51,2.79,"(1.45, 1.16, 1.03)","{'Leather': 80, 'Foam': 22}",medium,F5F5F5,FF5733,glossy,scratch
SC6604,Comfy 8,8,171.15,Durable seat cover.,seatandcover,BrandB,17.45,3.97,"(1.22, 1.13, 1.46)","{'Leather': 63, 'Foam': 38}",medium,F5F5F5,FF5733,glossy,light
SC3905,Luxury 5,43,136.52,Durable seat cover.,seatandcover,BrandB,17.56,2.52,"(1.04, 1.07, 1.23)","{'Leather': 79, 'Foam': 26}",undefined,2F4F4F,F5DEB3,glossy,scratch
SC5419,UltraSoft 7,35,231.53,Luxurious seat cover.,seatandcover,BrandB,17.5,2.94,"(1.3, 1.0, 1.45)","{'Leather': 62, 'Foam': 40}",medium,DAA520,2F4F4F,matte,scratch
SC8784,UltraSoft 6,32,246.08,Luxurious seat cover.,seatandcover,BrandA,17.51,3.35,"(1.04, 1.11, 1.0)","{'Leather': 68, 'Foam': 39}",undefined,DAA520,8B4513,unfinished,light
SC4823,Luxury 7,29,112.81,Comfortable seat cover.,seatandcover,BrandB,17.6,2.69,"(1.44, 1.11, 1.41)","{'Leather': 73, 'Foam': 20}",low,708090,F5F5F5,unfinished,light
SC6011,Comfy 1,35,182.03,Luxurious seat cover.,seatandcover,BrandA,17.5,3.26,"(1.07, 1.0, 1.03)","{'Leather': 72, 'Foam': 20}",medium,FF5733,F5DEB3,unfinished,dust
SC8120,Premium 4,33,203.2,Scratch-resistant seat cover.,seatandcover,BrandB,17.48,3.49,"(1.19, 1.23, 1.35)","{'Leather': 60, 'Foam': 28}",medium,D4AF37,DAA520,glossy,scratch
SC2729,UltraSoft 9,45,159.21,Luxurious seat cover.,seatandcover,BrandB,17.44,3.49,"(1.25, 1.25, 1.06)","{'Leather': 69, 'Foam': 39}",low,FF5733,2F4F4F,glossy,scratch
SC8282,Luxury 7,6,123.31,Scratch-resistant seat cover.,seatandcover,BrandC,17.42,2.85,"(1.33, 1.41, 1.24)","{'Leather': 80, 'Foam': 31}",undefined,DAA520,FF5733,glossy,light
SC1094,Comfy 2,16,191.4,Durable seat cover.,seatandcover,BrandA,17.5,3.27,"(1.18, 1.0, 1.41)","{'Leather': 80, 'Foam': 28}",medium,2980B9,2980B9,glossy,scratch
SC8944,Comfy 4,50,103.61,Comfortable seat cover.,seatandcover,BrandC,17.54,3.08,"(1.46, 1.11, 1.12)","{'Leather': 64, 'Foam': 27}",medium,8B4513,DAA520,matte,dust
SC6933,Premium 5,25,202.7,Comfortable seat cover.,seatandcover,BrandA,17.46,2.7,"(1.37, 1.14, 1.2)","{'Leather': 65, 'Foam': 37}",low,DAA520,FF0000,matte,uv
SC2149,Comfy 7,9,126.76,Comfortable seat cover.,seatandcover,BrandA,17.48,3.98,"(1.07, 1.29, 1.28)","{'Leather': 79, 'Foam': 33}",high,FF0000,708090,matte,scratch
SC4968,Comfy 7,49,218.84,Comfortable seat cover.,seatandcover,BrandC,17.47,2.55,"(1.12, 1.08, 1.17)","{'Leather': 76, 'Foam': 30}",undefined,F5DEB3,DAA520,glossy,dust
SC7569,Comfy 5,1,122.21,Scratch-resistant seat cover.,seatandcover,BrandC,17.46,3.3,"(1.43, 1.06, 1.07)","{'Leather': 71, 'Foam': 28}",low,FF0000,8B4513,matte,scratch
SC8440,Luxury 1,35,220.55,Scratch-resistant seat cover.,seatandcover,BrandC,17.46,2.68,"(1.15, 1.2, 1.1)","{'Leather': 68, 'Foam': 39}",low,D4AF37,2980B9,glossy,dust
SC3523,UltraSoft 9,42,113.72,Durable seat cover.,seatandcover,BrandA,17.4,3.66,"(1.41, 1.42, 1.05)","{'Leather': 72, 'Foam': 37}",low,FF0000,F5DEB3,unfinished,light
SC6097,Luxury 2,43,105.42,Comfortable seat cover.,seatandcover,BrandC,17.53,3.93,"(1.05, 1.27, 1.41)","{'Leather': 72, 'Foam': 25}",low,D4AF37,D4AF37,unfinished,dust
SC8439,Luxury 5,4,144.13,Scratch-resistant seat cover.,seatandcover,BrandA,17.44,2.59,"(1.21, 1.19, 1.39)","{'Leather': 70, 'Foam': 32}",undefined,D4AF37,FF0000,unfinished,dust
SC4759,Comfy 4,36,113.85,Comfortable seat cover.,seatandcover,BrandB,17.46,3.6,"(1.12, 1.47, 1.02)","{'Leather': 69, 'Foam': 21}",undefined,708090,2F4F4F,glossy,uv
SC7935,Comfy 2,21,134.56,Luxurious seat cover.,seatandcover,BrandB,17.57,2.96,"(1.29, 1.06, 1.3)","{'Leather': 67, 'Foam': 27}",undefined,FF5733,FF0000,glossy,light
SC7806,Comfy 6,43,153.7,Scratch-resistant seat cover.,seatandcover,BrandB,17.55,3.08,"(1.47, 1.29, 1.07)","{'Leather': 75, 'Foam': 20}",low,2980B9,2F4F4F,glossy,scratch
SC6484,Comfy 3,40,247.33,Luxurious seat cover.,seatandcover,BrandC,17.5,3.36,"(1.0, 1.04, 1.36)","{'Leather': 78, 'Foam': 26}",high,2980B9,8B4513,glossy,scratch
SC5643,UltraSoft 2,43,195.23,Luxurious seat cover.,seatandcover,BrandA,17.54,3.51,"(1.3, 1.36, 1.03)","{'Leather': 61, 'Foam': 28}",undefined,D4AF37,F5DEB3,unfinished,scratch
SC9241,Luxury 3,19,126.22,Durable seat cover.,seatandcover,BrandC,17.57,3.42,"(1.44, 1.19, 1.49)","{'Leather': 76, 'Foam': 24}",medium,708090,708090,unfinished,scratch
SC8448,Luxury 6,10,166.12,Durable seat cover.,seatandcover,BrandA,17.56,2.84,"(1.47, 1.42, 1.37)","{'Leather': 60, 'Foam': 25}",low,FF5733,FF0000,unfinished,scratch
SC2926,Comfy 4,14,171.85,Luxurious seat cover.,seatandcover,BrandC,17.46,2.76,"(1.1, 1.26, 1.48)","{'Leather': 70, 'Foam': 34}",medium,2F4F4F,FF5733,matte,scratch
SC1530,Luxury 2,16,234.38,Comfortable seat cover.,seatandcover,BrandC,17.52,2.92,"(1.12, 1.31, 1.34)","{'Leather': 61, 'Foam': 40}",high,DAA520,DAA520,unfinished,dust
SC1534,Comfy 4,14,236.65,Comfortable seat cover.,seatandcover,BrandA,17.41,2.52,"(1.44, 1.4, 1.36)","{'Leather': 76, 'Foam': 35}",low,D4AF37,8B4513,unfinished,dust
SC1200,Luxury 4,39,168.48,Comfortable seat cover.,seatandcover,BrandC,17.51,3.26,"(1.19, 1.28, 1.37)","{'Leather': 63, 'Foam': 33}",undefined,F5F5F5,F5DEB3,unfinished,light
SC5182,Premium 4,14,233.74,Durable seat cover.,seatandcover,BrandC,17.58,2.95,"(1.29, 1.39, 1.28)","{'Leather': 63, 'Foam': 27}",low,F5DEB3,708090,unfinished,scratch
SC6887,UltraSoft 9,14,198.08,Luxurious seat cover.,seatandcover,BrandA,17.41,2.9,"(1.23, 1.34, 1.02)","{'Leather': 70, 'Foam': 37}",high,708090,FF5733,glossy,uv
SC8632,Comfy 2,39,175.1,Durable seat cover.,seatandcover,BrandC,17.5,2.9,"(1.17, 1.33, 1.24)","{'Leather': 78, 'Foam': 25}",low,FF5733,F5F5F5,glossy,uv
SC9700,Comfy 1,7,216.87,Comfortable seat cover.,seatandcover,BrandB,17.53,4.0,"(1.2, 1.01, 1.31)","{'Leather': 66, 'Foam': 27}",medium,DAA520,F5DEB3,matte,uv
SC8038,Premium 1,25,236.69,Scratch-resistant seat cover.,seatandcover,BrandA,17.48,3.21,"(1.38, 1.05, 1.44)","{'Leather': 66, 'Foam': 31}",medium,F5DEB3,2F4F4F,unfinished,scratch
SC8931,Luxury 8,21,177.03,Comfortable seat cover.,seatandcover,BrandB,17.56,3.09,"(1.2, 1.25, 1.2)","{'Leather': 72, 'Foam': 27}",undefined,2980B9,708090,matte,uv
SC1269,Comfy 6,36,232.76,Durable seat cover.,seatandcover,BrandA,17.41,2.99,"(1.32, 1.33, 1.04)","{'Leather': 77, 'Foam': 28}",undefined,FF0000,8B4513,matte,scratch
SC8453,Luxury 6,16,149.49,Scratch-resistant seat cover.,seatandcover,BrandC,17.48,2.87,"(1.26, 1.41, 1.14)","{'Leather': 63, 'Foam': 34}",undefined,2980B9,2980B9,glossy,light
SC6297,Luxury 3,34,132.73,Scratch-resistant seat cover.,seatandcover,BrandA,17.46,3.96,"(1.5, 1.35, 1.06)","{'Leather': 69, 'Foam': 29}",high,F5F5F5,F5DEB3,unfinished,light
SC7283,Premium 7,40,179.47,Durable seat cover.,seatandcover,BrandB,17.4,3.67,"(1.45, 1.46, 1.38)","{'Leather': 80, 'Foam': 35}",high,8B4513,2980B9,glossy,scratch
SC3408,Comfy 8,44,144.48,Comfortable seat cover.,seatandcover,BrandA,17.59,2.77,"(1.44, 1.08, 1.09)","{'Leather': 67, 'Foam': 27}",medium,FF5733,FF0000,matte,dust
SC5211,UltraSoft 2,34,113.02,Luxurious seat cover.,seatandcover,BrandA,17.52,3.96,"(1.07, 1.43, 1.29)","{'Leather': 79, 'Foam': 20}",undefined,FF5733,F5F5F5,glossy,light
SC2886,Premium 2,14,103.53,Durable seat cover.,seatandcover,BrandB,17.55,2.78,"(1.18, 1.09, 1.15)","{'Leather': 65, 'Foam': 40}",high,2F4F4F,F5DEB3,glossy,uv
SC5448,Premium 6,18,132.1,Durable seat cover.,seatandcover,BrandB,17.51,3.08,"(1.39, 1.24, 1.23)","{'Leather': 75, 'Foam': 27}",low,FF5733,2980B9,matte,light
SC4706,Premium 5,24,198.66,Scratch-resistant seat cover.,seatandcover,BrandB,17.45,2.7,"(1.31, 1.11, 1.32)","{'Leather': 65, 'Foam': 28}",undefined,708090,D4AF37,matte,uv
SC5943,Luxury 9,23,118.13,Comfortable seat cover.,seatandcover,BrandC,17.46,3.48,"(1.34, 1.46, 1.01)","{'Leather': 72, 'Foam': 34}",medium,2980B9,8B4513,unfinished,scratch
SC2361,Luxury 3,41,143.65,Luxurious seat cover.,seatandcover,BrandA,17.44,3.92,"(1.06, 1.48, 1.41)","{'Leather': 61, 'Foam': 28}",low,2F4F4F,8B4513,matte,uv
SC2948,Comfy 7,25,135.46,Scratch-resistant seat cover.,seatandcover,BrandB,17.41,3.97,"(1.47, 1.26, 1.1)","{'Leather': 62, 'Foam': 29}",medium,FF0000,8B4513,matte,light
SC3326,UltraSoft 5,48,144.1,Durable seat cover.,seatandcover,BrandC,17.52,3.63,"(1.17, 1.23, 1.46)","{'Leather': 61, 'Foam': 26}",low,FF5733,F5DEB3,unfinished,light
SC3134,Comfy 7,44,124.93,Scratch-resistant seat cover.,seatandcover,BrandA,17.51,3.89,"(1.2, 1.19, 1.26)","{'Leather': 79, 'Foam': 22}",medium,DAA520,2F4F4F,glossy,light
SC7513,Luxury 2,16,235.32,Luxurious seat cover.,seatandcover,BrandA,17.53,3.56,"(1.03, 1.26, 1.33)","{'Leather': 76, 'Foam': 36}",medium,2F4F4F,D4AF37,matte,scratch
SC7317,Luxury 2,10,198.02,Comfortable seat cover.,seatandcover,BrandA,17.42,3.55,"(1.32, 1.41, 1.17)","{'Leather': 76, 'Foam': 39}",undefined,8B4513,2F4F4F,glossy,light
SC7818,Luxury 2,21,100.85,Luxurious seat cover.,seatandcover,BrandA,17.53,3.93,"(1.12, 1.41, 1.07)","{'Leather': 72, 'Foam': 37}",undefined,8B4513,8B4513,unfinished,scratch
SC9092,Premium 6,37,168.39,Comfortable seat cover.,seatandcover,BrandC,17.41,3.15,"(1.28, 1.09, 1.44)","{'Leather': 64, 'Foam': 20}",low,708090,708090,matte,scratch
SC9180,Luxury 5,10,137.09,Durable seat cover.,seatandcover,BrandB,17.6,3.66,"(1.22, 1.13, 1.25)","{'Leather': 70, 'Foam': 33}",high,2F4F4F,708090,unfinished,scratch
SC5136,Luxury 8,22,119.31,Scratch-resistant seat cover.,seatandcover,BrandA,17.43,3.95,"(1.19, 1.48, 1.21)","{'Leather': 69, 'Foam': 23}",high,DAA520,FF0000,unfinished,scratch
SC7399,UltraSoft 7,14,204.85,Scratch-resistant seat cover.,seatandcover,BrandA,17.4,3.98,"(1.1, 1.39, 1.33)","{'Leather': 76, 'Foam': 27}",undefined,2980B9,FF0000,matte,light
SC3209,UltraSoft 9,33,125.0,Scratch-resistant seat cover.,seatandcover,BrandC,17.44,3.92,"(1.3, 1.08, 1.29)","{'Leather': 75, 'Foam': 38}",undefined,DAA520,DAA520,glossy,uv
SC2280,Comfy 2,33,143.44,Luxurious seat cover.,seatandcover,BrandC,17.53,3.96,"(1.17, 1.28, 1.38)","{'Leather': 65, 'Foam': 34}",medium,F5F5F5,DAA520,glossy,uv
SC1894,Comfy 9,12,133.28,Scratch-resistant seat cover.,seatandcover,BrandC,17.49,3.54,"(1.12, 1.1, 1.09)","{'Leather': 80, 'Foam': 26}",undefined,FF0000,F5F5F5,unfinished,scratch
SC4601,Comfy 2,26,214.72,Scratch-resistant seat cover.,seatandcover,BrandB,17.4,2.67,"(1.38, 1.11, 1.4)","{'Leather': 62, 'Foam': 20}",high,F5F5F5,2F4F4F,matte,light
SC7086,Luxury 9,36,158.89,Luxurious seat cover.,seatandcover,BrandA,17.47,3.03,"(1.03, 1.12, 1.07)","{'Leather': 70, 'Foam': 35}",medium,FF5733,8B4513,unfinished,light
SC5322,Premium 4,37,158.73,Durable seat cover.,seatandcover,BrandC,17.44,3.1,"(1.39, 1.41, 1.29)","{'Leather': 72, 'Foam': 33}",medium,F5DEB3,FF0000,unfinished,light
SC4602,UltraSoft 4,23,123.78,Comfortable seat cover.,seatandcover,BrandB,17.58,3.24,"(1.37, 1.03, 1.12)","{'Leather': 77, 'Foam': 32}",medium,D4AF37,FF5733,matte,uv
